"crop","sum","state","year","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","annual","latitude","longitude"
"Rice","33.0572449223625783","Jharkhand",2003,"3.3","30.5","33.6","17.9","21.5","152.4","247.5","245.1","224","255.5","6.2","7.4","1244.9000000000003","23.45598","85.25573"
"Moong(Green Gram)","10.0741436925647452","Punjab",2005,"35.8","60.3","28.6","8.4","5.2","34.6","176.7","95.3","106.7","0.4","0","0","552","30.92932","75.50048000000002"
"Rice","97.9960955968902069","Tamil Nadu",1999,"8.3","24.1","3.9","56.9","74.5","46.4","55.3","74.8","73.1","268.9","182.8","53.6","922.6","10.90943","78.36653000000003"
"Rice","183.6853948399768811","Bihar",2014,"17","33.5","8.4","0.7","103.9","115.2","265.4","307.6","160.3","47.8","0","1.2","1061","25.64408","85.90651"
"Rice","17.1786618137302104","Himachal Pradesh",2010,"25.5","96.6","45.1","60.3","81.4","108.5","291.8","274.1","176.7","30.5","10.8","58.1","1259.4","31.81676","77.34931999999998"
"Rice","80.7747878697299856","Tamil Nadu",2002,"2.9","22.1","3.9","9.2","32.6","23.7","11.8","26.5","32.2","93.7","47.2","12.2","317.99999999999994","10.90943","78.36653000000003"
"Moong(Green Gram)","18.0186245269138770","Chhattisgarh",2015,"15.8","1.2","21.2","37","13","257.6","248.6","286.6","216.9","17.7","0.6","1.5","1117.7","21.66374","81.84064000000002"
"Moong(Green Gram)","2.2371954480901527","Uttarakhand",2001,"22.7","27.9","83.4","48.2","109.1","297.3","493","371.7","68.3","6.3","1.4","15.1","1544.4","30.04174","79.08969"
"Rice","17.2187193282939892","Himachal Pradesh",2013,"79.9","182.6","76.6","28.9","32.6","233.6","208.8","240","65.8","21.8","16.6","24.8","1211.9999999999998","31.81676","77.34931999999998"
"Rice","103.9800838923303926","Tamil Nadu",2006,"15.3","0.2","52.4","32.6","65.2","57.2","33.6","73.4","116.3","240.4","215.1","26.1","927.8","10.90943","78.36653000000003"
"Urad","47.6243550433973470","Tamil Nadu",2013,"3.9","30.9","30","20.3","42","54.6","42.7","110.7","113.5","127.9","112.3","53.2","742","10.90943","78.36653000000003"
"Rice","95.1123736130397165","Tamil Nadu",2016,"2.5","0.8","3.1","6.3","102.5","63","86.8","55.1","49","65.8","33.8","66.5","535.2","10.90943","78.36653000000003"
"Rice","59.5100234893107003","Punjab",2000,"25.4","26.6","6.9","1.3","15.3","50.1","164.8","70","42","0","0.7","2.2","405.3","30.92932","75.50048000000002"
"Maize","301.5335253974949884","Bihar",1998,"8.4","11.2","23.6","26.6","38.2","96.6","465.1","377.4","188","83","14.5","0","1332.6","25.64408","85.90651"
"Urad","4.9989106542086041","Himachal Pradesh",2014,"69.6","124.9","125.2","60.6","68.9","51.7","203.6","146.7","84.6","19.3","4.5","49.3","1008.9","31.81676","77.34931999999998"
"Rice","127.3007496848337288","Bihar",2008,"25.6","4.4","3.2","10.4","48.9","291.2","397.2","278.1","117.1","21.4","0.1","0","1197.6","25.64408","85.90651"
"Moong(Green Gram)","2.5841269841269839","Himachal Pradesh",2009,"54.8","45.9","43.4","91.2","53.5","45.5","170.2","162.6","172.1","16.4","93.1","7.8","956.5","31.81676","77.34931999999998"
"Moong(Green Gram)","2.2045454545454545","Uttarakhand",2007,"1.7","138.9","123.1","41.1","78.8","139.9","522.9","502.8","325.6","25.1","7.8","16.7","1924.4","30.04174","79.08969"
"Urad","7.0523848983267276","Chhattisgarh",2000,"2.6","0","0.6","1.5","9.3","180.7","322.4","215.6","169.1","4.3","0.2","0.1","906.4","21.66374","81.84064000000002"
"Rice","187.7314561917038484","Bihar",2016,"9.3","0.6","5.6","3.9","84","128.7","356.4","150.8","357.9","60.8","0","0","1157.9999999999998","25.64408","85.90651"
"Urad","8.2229598192476205","Chhattisgarh",2009,"1.2","0","2.3","1.9","11.2","45.3","455","247.1","104.7","43.6","42.5","1.9","956.7","21.66374","81.84064000000002"
"Maize","324.4866651114490336","Telangana",2017,"0","0","8.7","3.2","22.4","202.2","143.2","204.2","115.3","114.6","1.9","0","815.6999999999997","17.84959","79.11516999999998"
"Maize","23.6432831292731521","Arunachal Pradesh",2009,"18","92.8","72.1","132.7","189.9","259.1","329.9","370.3","152.5","82.9","33.9","15.9","1750.0000000000002","28.093770000000006","94.59213"
"Maize","256.0536173624810353","Bihar",2009,"0.3","0.4","1.1","2.9","98.5","67.7","213.6","298.9","127.6","72.6","5.1","0.8","889.5","25.64408","85.90651"
"Urad","30.2531823802174335","Arunachal Pradesh",2016,"29.4","73.2","128.4","333.1","278.9","379.4","620.1","145.7","532.9","172.7","8.4","4.6","2706.8","28.093770000000006","94.59213"
"Maize","22.9504142462372607","Himachal Pradesh",2005,"147.8","222.9","143.3","35.2","52.4","52.6","317.2","114.2","156.3","1.8","0.3","4.5","1248.5","31.81676","77.34931999999998"
"Maize","31.7185993111366244","Punjab",2004,"32.4","5.7","0","15.5","27.2","48.8","52.1","124.2","8.9","31.2","0.8","5","351.79999999999984","30.92932","75.50048000000002"
"Urad","5.2429649806554669","Himachal Pradesh",2001,"30.5","35.7","105.8","66.9","67.3","153.8","239.5","202.3","26.9","5","20.8","37.3","991.7999999999996","31.81676","77.34931999999998"
"Moong(Green Gram)","1.5454545454545454","Uttarakhand",2013,"73","188.3","22","24.7","18.2","488.9","413.4","359.4","111.3","29.1","3.2","3.8","1735.3","30.04174","79.08969"
"Rice","48.5491770644089013","Jharkhand",2017,"5.1","0.1","4.5","6.1","55.9","116","492.1","246","134","103.4","2.3","0.2","1165.7","23.45598","85.25573"
"Maize","32.5556699336426952","Arunachal Pradesh",2017,"8.2","86.2","221.8","348.2","257.1","370.8","437.8","456.4","318.6","227.1","9.9","3.4","2745.5","28.093770000000006","94.59213"
"Maize","40.1337182141529967","Punjab",2003,"10.6","56.4","19.4","3","3.9","40.7","136.7","94.7","52.2","0","2.2","5","424.8","30.92932","75.50048000000002"
"Moong(Green Gram)","7.1184267892559334","Chhattisgarh",2002,"41.5","4.9","12.2","3.3","32.1","196.3","138.4","352.4","122.3","57.8","13.3","15.9","990.4","21.66374","81.84064000000002"
"Urad","11.9606004028544708","Tamil Nadu",2001,"21.8","10.9","13","93.8","45","39.9","37.2","18.7","53.8","69.5","52.3","27.6","483.50000000000006","10.90943","78.36653000000003"
"Urad","3.7954545454545453","Punjab",2004,"32.4","5.7","0","15.5","27.2","48.8","52.1","124.2","8.9","31.2","0.8","5","351.79999999999984","30.92932","75.50048000000002"
"Maize","34.6439863368040523","Himachal Pradesh",2017,"157.6","46.3","57.4","88","62","123.1","216.1","273.1","103.4","0.3","6.9","48","1182.2","31.81676","77.34931999999998"
"Rice","109.7018487759661372","Tamil Nadu",2009,"7.9","0","41","41.4","74.8","27","42.1","96.9","114.4","62.1","314.7","106.2","928.5","10.90943","78.36653000000003"
"Maize","2.8877551020408163","Kerala",2013,"3.9","40.1","49.9","49.3","119.3","1042.7","830.2","369.7","318.6","259.9","154.9","17","3255.5","10.35287","76.51204"
"Rice","17.9149509730702226","Arunachal Pradesh",2009,"18","92.8","72.1","132.7","189.9","259.1","329.9","370.3","152.5","82.9","33.9","15.9","1750.0000000000002","28.093770000000006","94.59213"
"Maize","28.0650555623399621","Himachal Pradesh",2013,"79.9","182.6","76.6","28.9","32.6","233.6","208.8","240","65.8","21.8","16.6","24.8","1211.9999999999998","31.81676","77.34931999999998"
"Maize","44.4371710557132548","Punjab",2008,"12","4.1","0","19.7","40.6","155.5","101.9","312.2","59.8","9.9","0.6","0.9","717.1999999999997","30.92932","75.50048000000002"
"Maize","18.8772147151523483","Chhattisgarh",2006,"2.7","0","26.2","17.2","23.5","92.2","495.1","447.2","184.6","13.3","15.1","0.7","1317.8","21.66374","81.84064000000002"
"Rice","89.3382303466974515","Kerala",2004,"2.4","8.1","37.9","113.2","610.9","673.4","385.4","417.9","192.8","320.6","120.7","2.7","2886","10.35287","76.51204"
"Urad","2.6811594202898549","Punjab",1997,"14.5","5.4","8.9","35.8","30.4","55.3","144.1","261.5","24.3","39","28.8","42.1","690.0999999999997","30.92932","75.50048000000002"
"Rice","163.1517297289067447","Bihar",2017,"0.7","0","22.8","21.8","79.7","84.6","379.9","342.8","129.6","50.1","0","0","1111.9999999999998","25.64408","85.90651"
"Rice","32.6219155331267074","Uttarakhand",2013,"73","188.3","22","24.7","18.2","488.9","413.4","359.4","111.3","29.1","3.2","3.8","1735.3","30.04174","79.08969"
"Urad","27.1049766518258804","Bihar",2012,"18.1","2.7","7.3","20.4","18.8","96.2","354","240.4","233.8","34.3","6.4","0","1032.4","25.64408","85.90651"
"Maize","29.5627412940282991","Himachal Pradesh",2001,"30.5","35.7","105.8","66.9","67.3","153.8","239.5","202.3","26.9","5","20.8","37.3","991.7999999999996","31.81676","77.34931999999998"
"Maize","46.7727242711167859","Chhattisgarh",2015,"15.8","1.2","21.2","37","13","257.6","248.6","286.6","216.9","17.7","0.6","1.5","1117.7","21.66374","81.84064000000002"
"Moong(Green Gram)","9.625","Punjab",2016,"6.5","6","34.6","0.8","24.8","52.6","153.1","144.8","17.4","1.9","0.5","1.1","444.1","30.92932","75.50048000000002"
"Moong(Green Gram)","3.4285714285714286","Uttarakhand",2009,"1.8","27.6","18.8","18.4","77.6","41.9","157.5","202.6","206.6","81.3","12.6","0.9","847.6","30.04174","79.08969"
"Rice","56.2137178734560551","Jharkhand",2014,"9.9","47.5","22.9","1.9","98.2","139.7","321.3","290.9","178.2","44.9","0","1.2","1156.6","23.45598","85.25573"
"Urad","26.6599424538211949","Bihar",2007,"0.2","34.2","25.4","20.3","94.4","170.4","549.4","340.6","309","39.6","9.1","7.5","1600.1","25.64408","85.90651"
"Rice","101.9676995007841561","Bihar",1999,"0.1","0.2","0.4","3.8","83.6","265.1","380.8","347.5","199.6","114.1","6.9","0.6","1402.6999999999994","25.64408","85.90651"
"Urad","26.1249684132235549","Bihar",2006,"0.1","0","1.9","19.2","73.2","200","290.7","160.4","285.2","17.6","2.9","1.6","1052.7999999999995","25.64408","85.90651"
"Rice","56.6290337857825016","Telangana",2014,"0.2","2.9","58.3","10.3","73.3","62.3","146","205.2","146.8","29.6","10.8","0.7","746.4","17.84959","79.11516999999998"
"Rice","17.8104495001163202","Himachal Pradesh",2017,"157.6","46.3","57.4","88","62","123.1","216.1","273.1","103.4","0.3","6.9","48","1182.2","31.81676","77.34931999999998"
"Rice","86.3222065987144798","Punjab",2012,"62.6","3.2","1.9","31.1","1.6","11.9","120.2","135.1","112.3","2.2","0.4","11","493.5","30.92932","75.50048000000002"
"Rice","16.0022978473357478","Himachal Pradesh",2004,"86.2","43","5.9","54.7","57.6","76.1","141.3","202.5","47.6","104.7","9.3","49.4","878.3","31.81676","77.34931999999998"
"Rice","26.6802325238935438","Uttarakhand",2009,"1.8","27.6","18.8","18.4","77.6","41.9","157.5","202.6","206.6","81.3","12.6","0.9","847.6","30.04174","79.08969"
"Rice","56.6401994045856458","Punjab",1999,"43.4","5.6","4.3","0","22.6","35.6","139.6","82","30.7","0.5","0.1","0.2","364.6","30.92932","75.50048000000002"
"Urad","6.3554530277864663","Himachal Pradesh",2015,"67.2","156.6","192.5","84.9","45","85.8","249.9","195.9","75.5","17.7","14.5","25","1210.5","31.81676","77.34931999999998"
"Moong(Green Gram)","9.7336219336219336","Punjab",2004,"32.4","5.7","0","15.5","27.2","48.8","52.1","124.2","8.9","31.2","0.8","5","351.79999999999984","30.92932","75.50048000000002"
"Rice","179.1425872347547549","Bihar",2011,"4.2","7.7","9.2","23.9","74.5","211","241.1","278.7","234.1","10","2","0.9","1097.3","25.64408","85.90651"
"Moong(Green Gram)","1.2333333333333333","Uttarakhand",2004,"58.5","11.7","0","51.5","66","130.7","400.9","326.3","96.8","70.7","0.8","5.7","1219.6","30.04174","79.08969"
"Rice","52.6838003860658925","Punjab",1998,"2.8","55.8","25.5","19.1","2.7","42.4","160.6","90.1","139.5","49.9","0","0.2","588.6","30.92932","75.50048000000002"
"Maize","71.3678499236869402","Telangana",2014,"0.2","2.9","58.3","10.3","73.3","62.3","146","205.2","146.8","29.6","10.8","0.7","746.4","17.84959","79.11516999999998"
"Maize","334.0677535813242236","Bihar",2010,"0.1","1.1","0.2","6.5","44.4","80.9","191.2","158.4","105.7","33.6","5","2.1","629.2","25.64408","85.90651"
"Rice","28.8436396050668836","Uttarakhand",2005,"64.1","83.2","54.2","12.8","52.1","74","400.1","249.2","337.9","14.1","2.2","4.3","1348.1999999999996","30.04174","79.08969"
"Rice","359.9310894150919591","Tamil Nadu",2017,"37.3","1.1","35.4","17.3","73.5","47.9","42","159.4","165.3","155.5","141.5","96.8","973","10.90943","78.36653000000003"
"Maize","393.2361953361237115","Tamil Nadu",2015,"8.3","2.3","21.7","108.8","112.4","62.4","43.5","81.6","98.4","132.6","379.8","152.8","1204.6","10.90943","78.36653000000003"
"Urad","21.2284464394602878","Jharkhand",2016,"12.6","7.6","17.5","1","72.8","122.9","301","395.6","287.5","45.6","0","0","1264.1","23.45598","85.25573"
"Rice","101.6742896877511480","Kerala",2011,"20.5","45.7","24.1","165.2","124.2","788.5","536.8","492.7","391.2","227.2","169.7","49.5","3035.2999999999993","10.35287","76.51204"
"Maize","21.6965067361259043","Arunachal Pradesh",2003,"22.9","83.2","109.6","182","173.5","424.3","645.3","327.2","259.9","182.6","25","16.2","2451.7","28.093770000000006","94.59213"
"Rice","16.0160692473229395","Himachal Pradesh",1998,"13.5","133.8","139.4","71.5","41.3","152.3","210.7","239.8","251.5","119.4","5.9","2.4","1381.5000000000002","31.81676","77.34931999999998"
"Moong(Green Gram)","35.7625721509886466","Tamil Nadu",2013,"3.9","30.9","30","20.3","42","54.6","42.7","110.7","113.5","127.9","112.3","53.2","742","10.90943","78.36653000000003"
"Rice","165.5045865597821881","Bihar",2015,"12.8","1.8","27.2","38.7","39.5","122.1","231.5","287","101.7","10.4","0","0","872.7","25.64408","85.90651"
"Rice","37.4375651533095819","Chhattisgarh",2017,"0.9","0.7","3.5","0.8","15.6","184.8","378.3","300.4","177.7","61.6","0.2","0","1124.5","21.66374","81.84064000000002"
"Urad","3.5961908663387957","Himachal Pradesh",2002,"66.7","136.5","136.9","124","27","56.1","81.8","225.6","123.1","8.2","0.7","3.9","990.5","31.81676","77.34931999999998"
"Moong(Green Gram)","0","Kerala",2013,"3.9","40.1","49.9","49.3","119.3","1042.7","830.2","369.7","318.6","259.9","154.9","17","3255.5","10.35287","76.51204"
"Maize","174.3877672801301116","Tamil Nadu",2016,"2.5","0.8","3.1","6.3","102.5","63","86.8","55.1","49","65.8","33.8","66.5","535.2","10.90943","78.36653000000003"
"Maize","41.869102539251793","Punjab",2009,"9.4","14.4","10.5","14","5.6","10.6","158","76.8","54.7","4","2.7","0.4","361.1","30.92932","75.50048000000002"
"Rice","79.5519739003252860","Punjab",2009,"9.4","14.4","10.5","14","5.6","10.6","158","76.8","54.7","4","2.7","0.4","361.1","30.92932","75.50048000000002"
"Maize","29.7868839969828633","Arunachal Pradesh",2014,"19","101.9","80.3","86.7","299","415.8","392.4","599.6","343","35.1","20.1","10.2","2403.0999999999995","28.093770000000006","94.59213"
"Urad","24.6839585496608071","Bihar",2003,"13.2","39.7","10.2","21.9","41.4","230.9","356.8","310.6","183.9","142","0.2","3","1353.8000000000004","25.64408","85.90651"
"Rice","95.7322724224791363","Kerala",2008,"0.8","30.3","217.2","108.4","81.2","469.9","505.1","349","347","343.4","55.4","17","2524.7000000000007","10.35287","76.51204"
"Rice","17.1453711571790627","Himachal Pradesh",2016,"18.7","38.4","114.4","47.5","70.2","101.3","194","272.7","56.8","5.3","0","2.2","921.5","31.81676","77.34931999999998"
"Maize","28.0013893759339219","Himachal Pradesh",2000,"118.2","119","68.1","25.6","79.9","198","265.1","126.7","50.1","0","10.5","6.9","1068.1","31.81676","77.34931999999998"
"Urad","11.1292355452905039","Uttarakhand",2013,"73","188.3","22","24.7","18.2","488.9","413.4","359.4","111.3","29.1","3.2","3.8","1735.3","30.04174","79.08969"
"Urad","51.4481515065295762","Tamil Nadu",2014,"7.4","6.1","8.1","8.3","139.1","47.8","50.6","117.7","98.9","252.2","110.8","66","913","10.90943","78.36653000000003"
"Maize","28.2650601032953972","Punjab",2005,"35.8","60.3","28.6","8.4","5.2","34.6","176.7","95.3","106.7","0.4","0","0","552","30.92932","75.50048000000002"
"Rice","18.9390164234143984","Arunachal Pradesh",2008,"76.7","39.7","122.6","192.4","185","423.6","456.1","439.3","189.7","115.1","1.7","2.6","2244.4999999999995","28.093770000000006","94.59213"
"Maize","32.8357935132025237","Jharkhand",2012,"34.6","10.3","1.5","9.6","6.6","121.1","287.2","282.4","217.6","37.8","48.6","7.6","1064.9","23.45598","85.25573"
"Rice","58.4778372072264304","Punjab",2002,"2.4","6.6","6.8","3.3","20.8","24.7","50.4","58.4","95","2.6","0","3.7","274.7","30.92932","75.50048000000002"
"Urad","13.0459102923716195","Telangana",2013,"2.4","29","0.2","24.4","8.5","213.4","453.8","230.6","161.4","205.9","16.4","2.7","1348.7000000000005","17.84959","79.11516999999998"
"Moong(Green Gram)","3.2747419247419246","Himachal Pradesh",2007,"1.3","121","177","9.6","39.3","155.7","155.2","234.3","85.7","18.7","1","35.6","1034.4","31.81676","77.34931999999998"
"Maize","27.1992717213870333","Jharkhand",2015,"12.2","2.6","21.6","55.5","25.5","183.3","429.7","240.7","85.1","22.7","0.2","2.7","1081.8000000000004","23.45598","85.25573"
"Urad","11.1309059161203963","Tamil Nadu",2003,"0.3","4.1","18","17.1","19.8","22.5","38.7","49.3","26.1","86","59.5","7.1","348.5","10.90943","78.36653000000003"
"Maize","21.0269071222708060","Arunachal Pradesh",2002,"74.2","37.2","126.3","248.2","197.1","396.8","604","290.7","257.9","94","45","17.9","2389.3","28.093770000000006","94.59213"
"Rice","81.1240615235696623","Kerala",2003,"0.7","50.9","82.1","134.4","91","566.7","532","350.3","93.6","407","76.4","9.7","2394.8","10.35287","76.51204"
"Moong(Green Gram)","10.3323260073260073","Punjab",2010,"3.8","13.8","1.9","0.7","6","41.8","143.8","96.7","112.8","4.7","1.1","24.4","451.5","30.92932","75.50048000000002"
"Rice","88.5421069585482709","Kerala",1999,"1.8","23.8","21.4","111.6","453.2","607.3","700.4","266.3","88","567.9","68.1","4.9","2914.700000000001","10.35287","76.51204"
"Moong(Green Gram)","7.7856539388017191","Chhattisgarh",2008,"6.7","9.7","22.2","11.2","9.5","236.4","280.5","305.1","215.4","10.7","1.2","0","1108.6","21.66374","81.84064000000002"
"Urad","20.2141211192271138","Bihar",2000,"0.5","12.1","3.6","37.2","96.2","267.2","264.3","201.4","314.8","9.6","0","0.1","1206.9999999999998","25.64408","85.90651"
"Maize","19.3099328715808381","Chhattisgarh",2003,"3.7","17.7","12.1","2.6","0.7","128.7","446.6","519.7","384.1","157.6","5.8","14.9","1694.2","21.66374","81.84064000000002"
"Maize","25.9428007706704714","Himachal Pradesh",2004,"86.2","43","5.9","54.7","57.6","76.1","141.3","202.5","47.6","104.7","9.3","49.4","878.3","31.81676","77.34931999999998"
"Moong(Green Gram)","12.7402442572111783","Tamil Nadu",2009,"7.9","0","41","41.4","74.8","27","42.1","96.9","114.4","62.1","314.7","106.2","928.5","10.90943","78.36653000000003"
"Maize","48.3452694651626997","Jharkhand",2016,"12.6","7.6","17.5","1","72.8","122.9","301","395.6","287.5","45.6","0","0","1264.1","23.45598","85.25573"
"Moong(Green Gram)","3.7409161780560223","Himachal Pradesh",2006,"102.5","38.2","137.3","44.3","68.4","104.8","260.3","274.2","92.8","17.5","26.9","51.2","1218.4","31.81676","77.34931999999998"
"Moong(Green Gram)","61.7517800963073241","Bihar",2017,"0.7","0","22.8","21.8","79.7","84.6","379.9","342.8","129.6","50.1","0","0","1111.9999999999998","25.64408","85.90651"
"Urad","4.6881077024261395","Himachal Pradesh",2005,"147.8","222.9","143.3","35.2","52.4","52.6","317.2","114.2","156.3","1.8","0.3","4.5","1248.5","31.81676","77.34931999999998"
"Rice","19.6184596926128769","Arunachal Pradesh",2007,"13.4","97.4","48.1","292.4","250.4","530.2","761","364.6","529.3","102.6","24.3","6.9","3020.6000000000013","28.093770000000006","94.59213"
"Urad","13.9557511778073593","Tamil Nadu",1999,"8.3","24.1","3.9","56.9","74.5","46.4","55.3","74.8","73.1","268.9","182.8","53.6","922.6","10.90943","78.36653000000003"
"Maize","24.2066544566544573","Punjab",1998,"2.8","55.8","25.5","19.1","2.7","42.4","160.6","90.1","139.5","49.9","0","0.2","588.6","30.92932","75.50048000000002"
"Rice","88.3699470599947648","Kerala",2002,"4.7","8.7","35.7","117.3","330.8","503.1","318.7","438.2","99","511.7","137.5","2.1","2507.5","10.35287","76.51204"
"Urad","2.1212121212121211","Punjab",2006,"15","3.7","46.1","1.3","32.1","73","220.3","90.8","120.7","24.6","13.4","6.7","647.7","30.92932","75.50048000000002"
"Moong(Green Gram)","2.2388888888888889","Uttarakhand",2000,"29.9","69.4","37.9","18.1","83.3","313.9","420.1","536.1","195.3","1.1","7","0.7","1712.8","30.04174","79.08969"
"Moong(Green Gram)","13.1326954334736537","Chhattisgarh",2011,"0.3","11.5","2.6","35","16.8","183.5","272.6","379.8","382.2","15.5","0","2.8","1302.6","21.66374","81.84064000000002"
"Moong(Green Gram)","3.0289216982639404","Himachal Pradesh",2000,"118.2","119","68.1","25.6","79.9","198","265.1","126.7","50.1","0","10.5","6.9","1068.1","31.81676","77.34931999999998"
"Maize","32.5149105150207302","Uttarakhand",2014,"45.9","99.9","68.4","37.6","52.9","62.9","462.7","264.2","107.9","40.8","0","44.3","1287.5","30.04174","79.08969"
"Maize","22.3855357350747787","Uttarakhand",2012,"38.8","11.9","28.1","39.2","9.1","46","387.1","419.5","220.6","4.7","3.4","15.5","1223.9","30.04174","79.08969"
"Maize","31.6710848598126990","Arunachal Pradesh",2016,"29.4","73.2","128.4","333.1","278.9","379.4","620.1","145.7","532.9","172.7","8.4","4.6","2706.8","28.093770000000006","94.59213"
"Rice","24.5902807066437379","Arunachal Pradesh",2014,"19","101.9","80.3","86.7","299","415.8","392.4","599.6","343","35.1","20.1","10.2","2403.0999999999995","28.093770000000006","94.59213"
"Maize","297.3526880895199439","Bihar",2007,"0.2","34.2","25.4","20.3","94.4","170.4","549.4","340.6","309","39.6","9.1","7.5","1600.1","25.64408","85.90651"
"Urad","7.6502734253202704","Uttarakhand",2005,"64.1","83.2","54.2","12.8","52.1","74","400.1","249.2","337.9","14.1","2.2","4.3","1348.1999999999996","30.04174","79.08969"
"Urad","23.3379626976775617","Bihar",2002,"13.4","11.3","2.2","25","74.8","116.6","386.1","247.7","192.8","33.8","1.4","0.7","1105.8000000000004","25.64408","85.90651"
"Urad","19.8331712823244820","Jharkhand",2017,"5.1","0.1","4.5","6.1","55.9","116","492.1","246","134","103.4","2.3","0.2","1165.7","23.45598","85.25573"
"Rice","14.7757244856549371","Arunachal Pradesh",2001,"53.1","66.6","134.9","229.9","195.6","277.2","302.6","279.9","288.1","173.8","19.3","14.9","2035.9","28.093770000000006","94.59213"
"Rice","27.6706028189024545","Uttarakhand",2000,"29.9","69.4","37.9","18.1","83.3","313.9","420.1","536.1","195.3","1.1","7","0.7","1712.8","30.04174","79.08969"
"Urad","9.2835263743663006","Uttarakhand",2011,"30.9","65.2","18","30.9","84.2","223.1","433.3","523.7","148.4","3.4","1.2","2.3","1564.6","30.04174","79.08969"
"Moong(Green Gram)","8.7787774800605512","Tamil Nadu",2012,"3","0.1","2.5","35.5","41.9","30.1","46.5","98","84.9","235.2","44.5","14","636.2","10.90943","78.36653000000003"
"Moong(Green Gram)","1.9456327985739750","Uttarakhand",2003,"40.7","126","99.7","54.1","67.1","145.2","515.3","416.2","239.9","1.8","4.8","23.6","1734.4","30.04174","79.08969"
"Rice","54.5973315232146610","Jharkhand",2006,"0.3","0.2","22.4","15.7","107.4","198.3","447.1","337.2","298.7","24.6","7.4","0","1459.3000000000006","23.45598","85.25573"
"Moong(Green Gram)","37.4165570213996773","Bihar",2000,"0.5","12.1","3.6","37.2","96.2","267.2","264.3","201.4","314.8","9.6","0","0.1","1206.9999999999998","25.64408","85.90651"
"Moong(Green Gram)","53.4083428225842958","Bihar",2016,"9.3","0.6","5.6","3.9","84","128.7","356.4","150.8","357.9","60.8","0","0","1157.9999999999998","25.64408","85.90651"
"Urad","14.5522860479933862","Tamil Nadu",2010,"11.8","0.2","1.9","22.9","91.9","70","81.4","102.9","111.1","148.1","328.6","124.5","1095.3000000000004","10.90943","78.36653000000003"
"Moong(Green Gram)","1.21","Uttarakhand",2008,"55.6","11.7","18.1","93","67.3","332.4","313.3","245.8","190.8","23.1","11.9","0.6","1363.5999999999997","30.04174","79.08969"
"Moong(Green Gram)","7.6408822419520871","Punjab",1999,"43.4","5.6","4.3","0","22.6","35.6","139.6","82","30.7","0.5","0.1","0.2","364.6","30.92932","75.50048000000002"
"Maize","29.9666674361487869","Himachal Pradesh",2012,"92.3","51.3","28.4","55.9","9.4","31.1","241.5","280.6","133.1","3.1","3.2","21.8","951.7","31.81676","77.34931999999998"
"Moong(Green Gram)","8.9876045138270982","Telangana",2014,"0.2","2.9","58.3","10.3","73.3","62.3","146","205.2","146.8","29.6","10.8","0.7","746.4","17.84959","79.11516999999998"
"Urad","28.0909424735022900","Bihar",2010,"0.1","1.1","0.2","6.5","44.4","80.9","191.2","158.4","105.7","33.6","5","2.1","629.2","25.64408","85.90651"
"Rice","14.2883987343785218","Arunachal Pradesh",1999,"7.9","6.1","40.4","159.6","343.2","450","376.9","438.1","254","207.9","28.3","4.3","2316.7000000000007","28.093770000000006","94.59213"
"Urad","3.9999999999999999","Punjab",2005,"35.8","60.3","28.6","8.4","5.2","34.6","176.7","95.3","106.7","0.4","0","0","552","30.92932","75.50048000000002"
"Maize","368.7066071514104815","Bihar",2015,"12.8","1.8","27.2","38.7","39.5","122.1","231.5","287","101.7","10.4","0","0","872.7","25.64408","85.90651"
"Moong(Green Gram)","2.8611111111111111","Uttarakhand",2006,"48.7","9.6","71.7","52.2","120.5","104.2","345.6","294.7","79.1","18.8","6.8","27","1178.9","30.04174","79.08969"
"Urad","12.3012499831896394","Uttarakhand",2012,"38.8","11.9","28.1","39.2","9.1","46","387.1","419.5","220.6","4.7","3.4","15.5","1223.9","30.04174","79.08969"
"Rice","32.4801453290556177","Uttarakhand",2007,"1.7","138.9","123.1","41.1","78.8","139.9","522.9","502.8","325.6","25.1","7.8","16.7","1924.4","30.04174","79.08969"
"Rice","95.3467318373708339","Kerala",2009,"3.3","1.5","62.6","69","191.6","438.2","924.9","269.3","326.5","205.2","274.4","44.2","2810.6999999999994","10.35287","76.51204"
"Maize","22.7470483619397614","Chhattisgarh",2008,"6.7","9.7","22.2","11.2","9.5","236.4","280.5","305.1","215.4","10.7","1.2","0","1108.6","21.66374","81.84064000000002"
"Moong(Green Gram)","13.3683218474570030","Telangana",2013,"2.4","29","0.2","24.4","8.5","213.4","453.8","230.6","161.4","205.9","16.4","2.7","1348.7000000000005","17.84959","79.11516999999998"
"Rice","29.1727030709291723","Uttarakhand",2012,"38.8","11.9","28.1","39.2","9.1","46","387.1","419.5","220.6","4.7","3.4","15.5","1223.9","30.04174","79.08969"
"Rice","104.9741571751666262","Bihar",2009,"0.3","0.4","1.1","2.9","98.5","67.7","213.6","298.9","127.6","72.6","5.1","0.8","889.5","25.64408","85.90651"
"Maize","32.3124611317231326","Jharkhand",2011,"3.3","2.5","6.4","25.4","55","349","181.8","403.2","324.6","23.3","0","0.1","1374.6","23.45598","85.25573"
"Moong(Green Gram)","1.9910364145658261","Himachal Pradesh",2016,"18.7","38.4","114.4","47.5","70.2","101.3","194","272.7","56.8","5.3","0","2.2","921.5","31.81676","77.34931999999998"
